timestamp,device_id,speed,v1,v3,bearing_temp,oil_pressure,current
2026-09-17T12:38:16+08:00,FJ-01,1479,2.2,1.9,55.5,0.24,217.3
2026-09-17T12:39:16+08:00,FJ-01,1479,2.1,1.9,55.8,0.24,216.4
2026-09-17T12:40:16+08:00,FJ-01,1478,2.2,1.9,55.2,0.24,215.0
2026-09-17T12:41:16+08:00,FJ-01,1479,2.2,1.9,56.1,0.24,214.5
2026-09-17T12:42:16+08:00,FJ-01,1478,2.2,1.9,55.4,0.24,216.7
2026-09-17T12:43:16+08:00,FJ-01,1479,2.2,1.9,56.1,0.24,216.4
2026-09-17T12:44:16+08:00,FJ-01,1479,2.2,1.9,55.5,0.24,216.8
2026-09-17T12:45:16+08:00,FJ-01,1480,2.2,2.0,55.9,0.24,216.4
2026-09-17T12:46:16+08:00,FJ-01,1479,2.2,2.0,55.2,0.24,214.6
2026-09-17T12:47:16+08:00,FJ-01,1479,2.2,2.0,55.6,0.24,216.1
2026-09-17T12:48:16+08:00,FJ-01,1478,2.1,1.9,55.0,0.24,216.0
2026-09-17T12:49:16+08:00,FJ-01,1479,2.2,2.0,56.0,0.24,215.9
2026-09-17T12:50:16+08:00,FJ-01,1479,2.1,2.0,56.0,0.24,215.7
2026-09-17T12:51:16+08:00,FJ-01,1480,2.1,2.0,55.6,0.24,217.2
2026-09-17T12:52:16+08:00,FJ-01,1480,2.1,2.0,55.4,0.24,215.1
2026-09-17T12:53:16+08:00,FJ-01,1480,2.2,2.0,55.1,0.25,217.7
2026-09-17T12:54:16+08:00,FJ-01,1479,2.1,1.9,55.7,0.24,216.1
2026-09-17T12:55:16+08:00,FJ-01,1480,2.1,2.0,56.2,0.24,215.0
2026-09-17T12:56:16+08:00,FJ-01,1479,2.1,1.9,54.5,0.24,217.6
2026-09-17T12:57:16+08:00,FJ-01,1478,2.1,1.9,55.8,0.24,217.7
2026-09-17T12:58:16+08:00,FJ-01,1479,2.1,2.0,55.4,0.24,216.4
2026-09-17T12:59:16+08:00,FJ-01,1479,2.2,2.0,55.4,0.24,217.5
2026-09-17T13:00:16+08:00,FJ-01,1478,2.2,1.9,55.3,0.25,216.3
2026-09-17T13:01:16+08:00,FJ-01,1480,2.2,1.9,55.6,0.24,215.1
2026-09-17T13:02:16+08:00,FJ-01,1478,2.2,2.0,55.7,0.24,215.5
2026-09-17T13:03:16+08:00,FJ-01,1478,2.1,1.9,55.5,0.24,215.4
2026-09-17T13:04:16+08:00,FJ-01,1479,2.1,2.0,55.8,0.24,216.5
2026-09-17T13:05:16+08:00,FJ-01,1478,2.1,2.0,55.8,0.24,216.3
2026-09-17T13:06:16+08:00,FJ-01,1480,2.1,2.0,55.7,0.24,216.7
2026-09-17T13:07:16+08:00,FJ-01,1479,2.2,1.9,55.5,0.24,216.0
2026-09-17T13:08:16+08:00,FJ-01,1479,2.1,2.0,55.2,0.24,215.4
2026-09-17T13:09:16+08:00,FJ-01,1478,2.2,2.0,55.7,0.24,215.8
2026-09-17T13:10:16+08:00,FJ-01,1479,2.1,2.0,55.8,0.24,216.3
2026-09-17T13:11:16+08:00,FJ-01,1478,2.1,2.0,55.6,0.24,215.1
2026-09-17T13:12:16+08:00,FJ-01,1479,2.1,1.9,55.5,0.23,216.7
2026-09-17T13:13:16+08:00,FJ-01,1480,2.2,1.9,55.2,0.24,214.2
2026-09-17T13:14:16+08:00,FJ-01,1479,2.2,1.9,55.4,0.24,216.4
2026-09-17T13:15:16+08:00,FJ-01,1480,2.2,1.9,55.4,0.24,217.4
2026-09-17T13:16:16+08:00,FJ-01,1479,2.1,1.9,54.7,0.24,215.1
2026-09-17T13:17:16+08:00,FJ-01,1478,2.1,1.9,55.8,0.24,214.8
2026-09-17T13:18:16+08:00,FJ-01,1479,2.1,2.0,55.9,0.24,215.1
2026-09-17T13:19:16+08:00,FJ-01,1479,2.2,1.9,55.0,0.24,215.8
2026-09-17T13:20:16+08:00,FJ-01,1479,2.2,2.0,55.7,0.24,216.7
2026-09-17T13:21:16+08:00,FJ-01,1481,2.2,2.0,55.1,0.25,215.2
2026-09-17T13:22:16+08:00,FJ-01,1479,2.1,2.0,55.7,0.24,216.4
2026-09-17T13:23:16+08:00,FJ-01,1479,2.1,1.9,55.3,0.24,216.2
2026-09-17T13:24:16+08:00,FJ-01,1479,2.2,1.9,54.9,0.24,217.2
2026-09-17T13:25:16+08:00,FJ-01,1479,2.2,2.0,55.1,0.24,216.4
2026-09-17T13:26:16+08:00,FJ-01,1478,2.2,1.9,55.8,0.24,216.1
2026-09-17T13:27:16+08:00,FJ-01,1478,2.1,2.0,55.9,0.24,215.1
2026-09-17T13:28:16+08:00,FJ-01,1479,2.1,1.9,55.3,0.24,216.6
2026-09-17T13:29:16+08:00,FJ-01,1481,2.2,1.9,55.4,0.24,217.0
2026-09-17T13:30:16+08:00,FJ-01,1479,2.2,2.0,55.5,0.24,216.3
2026-09-17T13:31:16+08:00,FJ-01,1480,2.1,1.9,55.1,0.24,217.7
2026-09-17T13:32:16+08:00,FJ-01,1480,2.2,1.9,55.5,0.24,215.7
2026-09-17T13:33:16+08:00,FJ-01,1480,2.1,1.9,56.3,0.23,217.1
2026-09-17T13:34:16+08:00,FJ-01,1478,2.2,2.0,55.9,0.23,214.7
2026-09-17T13:35:16+08:00,FJ-01,1479,2.2,1.9,55.5,0.24,215.9
2026-09-17T13:36:16+08:00,FJ-01,1478,2.2,2.0,56.2,0.24,215.9
2026-09-17T13:37:16+08:00,FJ-01,1479,2.1,2.0,55.0,0.24,215.5
2026-09-17T13:38:16+08:00,FJ-01,1478,2.1,2.0,55.5,0.24,216.4
2026-09-17T13:39:16+08:00,FJ-01,1478,2.1,2.0,55.3,0.24,216.0
2026-09-17T13:40:16+08:00,FJ-01,1479,2.1,1.9,55.4,0.23,216.6
2026-09-17T13:41:16+08:00,FJ-01,1478,2.2,1.9,54.9,0.24,214.9
2026-09-17T13:42:16+08:00,FJ-01,1479,2.2,1.9,54.9,0.24,216.0
2026-09-17T13:43:16+08:00,FJ-01,1480,2.2,2.1,54.9,0.24,215.3
2026-09-17T13:44:16+08:00,FJ-01,1480,2.2,2.0,55.3,0.24,214.6
2026-09-17T13:45:16+08:00,FJ-01,1480,2.2,1.9,56.0,0.24,217.0
2026-09-17T13:46:16+08:00,FJ-01,1478,2.1,2.0,55.7,0.24,215.4
2026-09-17T13:47:16+08:00,FJ-01,1479,2.2,2.0,55.9,0.24,216.8
2026-09-17T13:48:16+08:00,FJ-01,1481,2.2,2.0,55.2,0.24,216.9
2026-09-17T13:49:16+08:00,FJ-01,1478,2.2,1.9,55.3,0.24,217.8
2026-09-17T13:50:16+08:00,FJ-01,1479,2.2,1.9,55.6,0.24,215.8
2026-09-17T13:51:16+08:00,FJ-01,1480,2.2,2.0,55.5,0.24,217.2
2026-09-17T13:52:16+08:00,FJ-01,1479,2.1,2.0,55.8,0.23,216.2
2026-09-17T13:53:16+08:00,FJ-01,1479,2.2,1.9,55.4,0.24,215.4
2026-09-17T13:54:16+08:00,FJ-01,1479,2.1,1.9,54.9,0.24,215.0
2026-09-17T13:55:16+08:00,FJ-01,1479,2.1,1.9,55.8,0.24,215.9
2026-09-17T13:56:16+08:00,FJ-01,1479,2.2,2.0,55.8,0.23,215.7
2026-09-17T13:57:16+08:00,FJ-01,1477,2.1,2.0,55.3,0.24,215.4
2026-09-17T13:58:16+08:00,FJ-01,1480,2.1,1.9,55.8,0.24,216.1
2026-09-17T13:59:16+08:00,FJ-01,1481,2.1,1.9,54.5,0.25,215.9
2026-09-17T14:00:16+08:00,FJ-01,1478,2.2,2.0,55.6,0.24,216.6
2026-09-17T14:01:16+08:00,FJ-01,1479,2.1,2.0,54.7,0.24,216.6
2026-09-17T14:02:16+08:00,FJ-01,1481,2.2,1.9,55.3,0.24,216.5
2026-09-17T14:03:16+08:00,FJ-01,1480,2.1,1.9,56.0,0.25,217.7
2026-09-17T14:04:16+08:00,FJ-01,1479,2.2,2.0,56.1,0.24,216.9
2026-09-17T14:05:16+08:00,FJ-01,1478,2.1,2.0,55.5,0.24,215.8
2026-09-17T14:06:16+08:00,FJ-01,1479,2.2,1.9,55.6,0.24,216.2
2026-09-17T14:07:16+08:00,FJ-01,1478,2.2,2.0,55.4,0.24,216.9
2026-09-17T14:08:16+08:00,FJ-01,1477,2.1,1.9,55.9,0.24,216.6
2026-09-17T14:09:16+08:00,FJ-01,1480,2.1,1.9,55.1,0.24,216.1
2026-09-17T14:10:16+08:00,FJ-01,1479,2.1,2.0,56.0,0.25,216.8
2026-09-17T14:11:16+08:00,FJ-01,1479,2.2,2.0,55.3,0.24,217.6
2026-09-17T14:12:16+08:00,FJ-01,1481,2.2,2.0,55.8,0.24,216.7
2026-09-17T14:13:16+08:00,FJ-01,1479,2.2,2.0,55.7,0.24,216.9
2026-09-17T14:14:16+08:00,FJ-01,1479,2.2,2.0,55.1,0.24,215.3
2026-09-17T14:15:16+08:00,FJ-01,1479,2.1,2.0,55.9,0.24,216.2
2026-09-17T14:16:16+08:00,FJ-01,1479,2.1,1.9,55.5,0.24,216.2
2026-09-17T14:17:16+08:00,FJ-01,1478,2.2,1.9,55.2,0.24,216.1
2026-09-17T14:18:16+08:00,FJ-01,1480,2.2,2.0,55.7,0.24,215.5
2026-09-17T14:19:16+08:00,FJ-01,1478,2.3,1.9,55.5,0.24,216.0
2026-09-17T14:20:16+08:00,FJ-01,1479,2.1,1.9,55.0,0.24,215.7
2026-09-17T14:21:16+08:00,FJ-01,1479,2.2,1.9,56.0,0.24,216.4
2026-09-17T14:22:16+08:00,FJ-01,1478,2.2,1.9,55.8,0.24,216.1
2026-09-17T14:23:16+08:00,FJ-01,1479,2.1,2.0,56.0,0.24,215.3
2026-09-17T14:24:16+08:00,FJ-01,1478,2.1,2.0,55.8,0.24,217.2
2026-09-17T14:25:16+08:00,FJ-01,1479,2.1,1.9,54.6,0.24,215.8
2026-09-17T14:26:16+08:00,FJ-01,1479,2.1,1.9,55.4,0.24,217.2
2026-09-17T14:27:16+08:00,FJ-01,1478,2.2,1.9,55.3,0.25,214.5
2026-09-17T14:28:16+08:00,FJ-01,1480,2.1,2.0,55.5,0.25,215.6
2026-09-17T14:29:16+08:00,FJ-01,1479,2.2,2.0,55.3,0.24,216.3
2026-09-17T14:30:16+08:00,FJ-01,1480,2.1,1.9,55.7,0.24,216.1
2026-09-17T14:31:16+08:00,FJ-01,1479,2.1,1.9,55.8,0.24,217.2
2026-09-17T14:32:16+08:00,FJ-01,1479,2.1,2.0,55.7,0.24,217.2
2026-09-17T14:33:16+08:00,FJ-01,1479,2.1,1.9,55.2,0.24,216.5
2026-09-17T14:34:16+08:00,FJ-01,1479,2.1,1.9,55.8,0.24,215.4
2026-09-17T14:35:16+08:00,FJ-01,1479,2.2,1.9,55.9,0.24,216.3
2026-09-17T14:36:16+08:00,FJ-01,1479,2.2,2.0,56.0,0.25,216.3
2026-09-17T14:37:16+08:00,FJ-01,1479,2.2,1.9,55.2,0.24,215.0
2026-09-17T14:38:16+08:00,FJ-01,1481,2.2,2.0,55.6,0.25,215.5
2026-09-17T14:39:16+08:00,FJ-01,1478,2.1,2.0,55.2,0.24,216.4
2026-09-17T14:40:16+08:00,FJ-01,1478,2.2,1.9,55.1,0.24,216.1
2026-09-17T14:41:16+08:00,FJ-01,1479,2.1,1.9,55.4,0.24,216.7
2026-09-17T14:42:16+08:00,FJ-01,1479,2.2,2.0,56.0,0.24,216.9
2026-09-17T14:43:16+08:00,FJ-01,1480,2.1,2.0,54.9,0.24,215.7
2026-09-17T14:44:16+08:00,FJ-01,1479,2.2,1.9,55.2,0.24,215.9
2026-09-17T14:45:16+08:00,FJ-01,1479,2.1,2.0,54.9,0.23,216.9
2026-09-17T14:46:16+08:00,FJ-01,1478,2.1,1.9,55.1,0.24,216.0
2026-09-17T14:47:16+08:00,FJ-01,1480,2.2,2.0,55.9,0.24,216.6
2026-09-17T14:48:16+08:00,FJ-01,1479,2.2,2.0,55.9,0.25,217.0
2026-09-17T14:49:16+08:00,FJ-01,1480,2.1,1.9,55.6,0.24,215.8
2026-09-17T14:50:16+08:00,FJ-01,1480,2.1,2.0,55.1,0.24,217.1
2026-09-17T14:51:16+08:00,FJ-01,1479,2.2,2.0,56.1,0.24,217.3
2026-09-17T14:52:16+08:00,FJ-01,1479,2.2,2.0,56.1,0.24,216.7
2026-09-17T14:53:16+08:00,FJ-01,1480,2.2,2.0,56.0,0.24,217.2
2026-09-17T14:54:16+08:00,FJ-01,1479,2.1,2.0,55.7,0.24,215.7
2026-09-17T14:55:16+08:00,FJ-01,1479,2.1,2.0,55.2,0.24,217.2
2026-09-17T14:56:16+08:00,FJ-01,1480,2.2,2.0,55.5,0.24,217.0
2026-09-17T14:57:16+08:00,FJ-01,1480,2.2,1.9,56.1,0.24,215.2
2026-09-17T14:58:16+08:00,FJ-01,1480,2.1,1.9,55.2,0.24,215.6
2026-09-17T14:59:16+08:00,FJ-01,1479,2.2,2.0,55.9,0.24,216.0
2026-09-17T15:00:16+08:00,FJ-01,1479,2.2,2.0,56.0,0.24,217.1
2026-09-17T15:01:16+08:00,FJ-01,1480,2.1,2.0,55.7,0.24,215.9
2026-09-17T15:02:16+08:00,FJ-01,1479,2.2,2.0,55.0,0.24,215.9
2026-09-17T15:03:16+08:00,FJ-01,1478,2.2,2.0,55.4,0.24,216.5
2026-09-17T15:04:16+08:00,FJ-01,1479,2.1,1.9,55.6,0.24,215.5
2026-09-17T15:05:16+08:00,FJ-01,1479,2.1,2.1,55.3,0.24,216.5
2026-09-17T15:06:16+08:00,FJ-01,1478,2.2,2.0,55.5,0.24,215.9
2026-09-17T15:07:16+08:00,FJ-01,1479,2.2,2.0,55.3,0.25,217.2
2026-09-17T15:08:16+08:00,FJ-01,1479,2.1,2.0,55.3,0.24,216.1
2026-09-17T15:09:16+08:00,FJ-01,1477,2.2,2.0,56.1,0.24,216.5
2026-09-17T15:10:16+08:00,FJ-01,1480,2.2,2.0,56.9,0.24,216.5
2026-09-17T15:11:16+08:00,FJ-01,1480,2.1,1.9,55.1,0.24,216.8
2026-09-17T15:12:16+08:00,FJ-01,1480,2.1,2.0,56.1,0.24,216.3
2026-09-17T15:13:16+08:00,FJ-01,1480,2.2,2.0,55.2,0.24,215.4
2026-09-17T15:14:16+08:00,FJ-01,1480,2.2,2.0,55.8,0.24,217.0
2026-09-17T15:15:16+08:00,FJ-01,1479,2.2,2.0,55.3,0.24,216.4
2026-09-17T15:16:16+08:00,FJ-01,1479,2.2,1.9,55.9,0.24,217.2
2026-09-17T15:17:16+08:00,FJ-01,1479,2.2,2.0,55.6,0.24,216.2
2026-09-17T15:18:16+08:00,FJ-01,1480,2.2,1.9,55.9,0.23,214.6
2026-09-17T15:19:16+08:00,FJ-01,1479,2.2,2.0,55.3,0.24,215.2
2026-09-17T15:20:16+08:00,FJ-01,1479,2.1,2.0,55.7,0.24,215.9
2026-09-17T15:21:16+08:00,FJ-01,1480,2.2,1.9,55.8,0.24,215.3
2026-09-17T15:22:16+08:00,FJ-01,1480,2.2,1.9,55.7,0.24,216.5
2026-09-17T15:23:16+08:00,FJ-01,1481,2.2,1.9,55.5,0.24,216.2
2026-09-17T15:24:16+08:00,FJ-01,1479,2.1,1.9,56.2,0.24,215.8
2026-09-17T15:25:16+08:00,FJ-01,1480,2.2,2.0,55.2,0.24,215.9
2026-09-17T15:26:16+08:00,FJ-01,1480,2.2,1.9,55.7,0.24,216.2
2026-09-17T15:27:16+08:00,FJ-01,1479,2.2,1.9,55.2,0.24,216.1
2026-09-17T15:28:16+08:00,FJ-01,1480,2.2,1.9,56.2,0.24,216.9
2026-09-17T15:29:16+08:00,FJ-01,1479,2.2,2.0,55.4,0.24,216.3
2026-09-17T15:30:16+08:00,FJ-01,1481,2.2,2.0,55.9,0.24,217.4
2026-09-17T15:31:16+08:00,FJ-01,1478,2.1,2.0,56.1,0.24,216.1
2026-09-17T15:32:16+08:00,FJ-01,1480,2.2,1.9,55.9,0.24,215.9
2026-09-17T15:33:16+08:00,FJ-01,1478,2.1,1.9,56.1,0.24,215.9
2026-09-17T15:34:16+08:00,FJ-01,1478,2.2,2.0,55.8,0.24,215.4
2026-09-17T15:35:16+08:00,FJ-01,1478,2.2,2.0,56.0,0.23,217.2
2026-09-17T15:36:16+08:00,FJ-01,1479,2.2,1.9,55.7,0.24,215.7
2026-09-17T15:37:16+08:00,FJ-01,1480,2.1,2.0,56.0,0.24,215.8
2026-09-17T15:38:16+08:00,FJ-01,1479,2.2,1.9,55.4,0.24,215.3
2026-09-17T15:39:16+08:00,FJ-01,1480,2.1,2.0,55.2,0.24,216.7
2026-09-17T15:40:16+08:00,FJ-01,1480,2.2,2.0,55.7,0.24,217.4
2026-09-17T15:41:16+08:00,FJ-01,1478,2.1,2.0,55.8,0.25,216.4
2026-09-17T15:42:16+08:00,FJ-01,1478,2.2,2.0,55.5,0.24,216.2
2026-09-17T15:43:16+08:00,FJ-01,1478,2.2,1.9,56.3,0.24,215.2
2026-09-17T15:44:16+08:00,FJ-01,1480,2.2,1.9,56.0,0.24,216.5
2026-09-17T15:45:16+08:00,FJ-01,1479,2.2,1.9,56.2,0.24,217.9
2026-09-17T15:46:16+08:00,FJ-01,1480,2.1,2.0,56.2,0.24,216.2
2026-09-17T15:47:16+08:00,FJ-01,1479,2.2,1.9,55.7,0.24,216.2
2026-09-17T15:48:16+08:00,FJ-01,1478,2.1,1.9,55.2,0.24,215.8
2026-09-17T15:49:16+08:00,FJ-01,1479,2.2,1.9,55.2,0.24,215.3
2026-09-17T15:50:16+08:00,FJ-01,1478,2.2,1.9,55.7,0.24,218.3
2026-09-17T15:51:16+08:00,FJ-01,1478,2.2,2.0,55.3,0.24,216.5
2026-09-17T15:52:16+08:00,FJ-01,1478,2.2,2.0,56.2,0.24,217.6
2026-09-17T15:53:16+08:00,FJ-01,1479,2.1,2.0,55.6,0.24,217.1
2026-09-17T15:54:16+08:00,FJ-01,1479,2.2,2.0,56.0,0.24,216.8
2026-09-17T15:55:16+08:00,FJ-01,1478,2.2,2.0,56.5,0.24,217.0
2026-09-17T15:56:16+08:00,FJ-01,1479,2.2,2.0,55.2,0.24,216.3
2026-09-17T15:57:16+08:00,FJ-01,1479,2.2,2.0,55.5,0.24,216.3
2026-09-17T15:58:16+08:00,FJ-01,1479,2.2,1.9,55.7,0.24,215.6
2026-09-17T15:59:16+08:00,FJ-01,1478,2.2,1.9,56.0,0.24,215.0
2026-09-17T16:00:16+08:00,FJ-01,1479,2.2,1.9,55.5,0.24,216.3
2026-09-17T16:01:16+08:00,FJ-01,1478,2.2,1.9,56.8,0.24,216.0
2026-09-17T16:02:16+08:00,FJ-01,1480,2.2,2.0,55.3,0.25,215.9
2026-09-17T16:03:16+08:00,FJ-01,1479,2.2,2.0,55.7,0.24,216.9
2026-09-17T16:04:16+08:00,FJ-01,1478,2.2,1.9,55.4,0.24,217.4
2026-09-17T16:05:16+08:00,FJ-01,1480,2.3,2.0,55.3,0.24,217.7
2026-09-17T16:06:16+08:00,FJ-01,1478,2.2,1.9,56.4,0.24,217.3
2026-09-17T16:07:16+08:00,FJ-01,1480,2.2,2.0,55.1,0.24,216.2
2026-09-17T16:08:16+08:00,FJ-01,1477,2.2,2.0,55.0,0.24,215.8
2026-09-17T16:09:16+08:00,FJ-01,1479,2.2,1.9,55.3,0.24,216.0
2026-09-17T16:10:16+08:00,FJ-01,1479,2.2,2.0,55.6,0.24,216.5
2026-09-17T16:11:16+08:00,FJ-01,1480,2.2,1.9,56.0,0.25,215.6
2026-09-17T16:12:16+08:00,FJ-01,1479,2.2,2.0,55.9,0.24,217.5
2026-09-17T16:13:16+08:00,FJ-01,1478,2.2,2.0,56.5,0.24,217.0
2026-09-17T16:14:16+08:00,FJ-01,1479,2.1,1.9,55.2,0.24,216.1
2026-09-17T16:15:16+08:00,FJ-01,1479,2.2,2.0,56.7,0.24,217.0
2026-09-17T16:16:16+08:00,FJ-01,1479,2.2,2.0,56.0,0.25,215.8
2026-09-17T16:17:16+08:00,FJ-01,1479,2.2,2.0,55.3,0.25,216.2
2026-09-17T16:18:16+08:00,FJ-01,1481,2.1,2.0,56.0,0.24,215.7
2026-09-17T16:19:16+08:00,FJ-01,1479,2.2,1.9,55.7,0.23,216.0
2026-09-17T16:20:16+08:00,FJ-01,1479,2.1,1.9,55.3,0.24,217.6
2026-09-17T16:21:16+08:00,FJ-01,1478,2.2,2.0,55.8,0.24,216.1
2026-09-17T16:22:16+08:00,FJ-01,1479,2.2,1.9,55.4,0.23,217.5
